engine_id,operating_hour,hours_since_last_overhaul,days_since_last_maintenance,load_percent,rpm,exhaust_gas_temp_c,exhaust_gas_temp_deviation_c,cooling_water_temp_c,lube_oil_pressure_bar,lube_oil_temp_c,fuel_consumption_rate_kg_h,turbocharger_rpm,vibration_mm_s,lube_oil_fe_ppm,lube_oil_cu_ppm,ambient_temp_c,sea_state,fuel_air_ratio,injection_timing_deg_btdc,remaining_useful_life_hours,anomaly_flag,failure_event,failure_within_48h
ENG-13,171,171,7,80.93,879.0,415.3,6.23,75.3,4.071,66.38,203.52,21546.0,2.658,9.31,4.9,31.5,Calm,0.0604,20.6,329,0,0,0
ENG-13,172,172,7,80.59,881.8,409.9,5.03,76.55,4.041,64.02,203.46,21140.0,2.807,10.62,4.34,32.3,Calm,0.0584,21.13,328,0,0,0
ENG-13,173,173,7,77.94,871.9,411.0,4.2,77.52,3.888,63.79,204.33,21292.0,2.516,8.24,4.22,29.9,Calm,0.0629,21.1,327,0,0,0
ENG-13,174,174,7,76.55,865.1,405.4,0.58,77.02,3.895,63.67,194.84,21160.0,2.71,8.84,4.52,32.9,Calm,0.0559,20.6,326,0,0,0
ENG-13,175,175,7,71.32,874.9,408.4,3.78,78.41,4.056,65.91,204.1,21399.0,2.586,8.9,4.76,30.5,Calm,0.0595,21.01,325,0,0,0
ENG-13,176,176,7,70.77,872.4,405.3,3.54,77.76,4.173,67.17,205.52,21326.0,2.458,8.11,4.34,29.9,Calm,0.0626,20.87,324,0,0,0
ENG-13,177,177,7,72.54,872.7,409.8,6.32,77.58,4.247,64.79,207.6,21620.0,2.477,8.49,4.55,31.2,Calm,0.0568,21.27,323,0,0,0
ENG-13,178,178,7,74.63,867.4,407.9,3.65,76.2,3.941,67.5,209.94,21197.0,2.512,10.17,4.59,29.3,Calm,0.0637,20.27,322,0,0,0
ENG-13,179,179,7,72.52,880.5,411.4,2.24,78.19,3.994,65.13,205.86,21384.0,2.751,7.98,4.58,31.5,Calm,0.06,20.81,321,0,0,0
ENG-13,180,180,7,76.26,871.8,410.1,1.52,76.76,4.053,68.67,210.67,20962.0,2.558,9.21,4.64,30.3,Calm,0.0594,20.85,320,0,0,0
ENG-13,181,181,7,71.99,881.6,410.4,6.49,78.49,4.009,65.78,201.78,21009.0,2.481,8.06,4.76,31.2,Calm,0.0592,21.22,319,0,0,0
ENG-13,182,182,7,70.03,881.8,410.5,1.76,77.29,4.102,64.95,197.97,21261.0,2.64,8.49,4.69,31.8,Calm,0.0591,20.74,318,0,0,0
ENG-13,183,183,7,73.63,861.0,414.5,0.53,75.33,4.021,65.77,212.6,21186.0,2.567,8.12,4.18,31.5,Calm,0.0636,21.01,317,0,0,0
ENG-13,184,184,7,79.83,876.9,403.1,0.32,78.54,3.954,66.71,202.91,21227.0,2.569,9.01,4.31,33.3,Calm,0.0609,20.88,316,0,0,0
ENG-13,185,185,7,78.0,893.2,416.5,0.41,76.77,4.101,66.47,213.58,21022.0,2.469,10.53,4.5,31.1,Calm,0.0596,20.68,315,0,0,0
ENG-13,186,186,7,73.77,870.9,407.7,0.72,76.61,4.136,66.57,201.58,21333.0,2.509,8.43,4.54,29.2,Calm,0.0574,20.62,314,0,0,0
ENG-13,187,187,7,78.28,862.6,413.0,4.69,78.39,4.044,66.88,203.65,20670.0,2.622,8.05,4.66,31.2,Calm,0.0614,20.97,313,0,0,0
ENG-13,188,188,7,76.78,872.2,403.5,5.12,76.82,4.17,64.69,201.26,21020.0,2.556,8.33,4.62,29.3,Calm,0.0622,20.68,312,0,0,0
ENG-13,189,189,7,79.42,881.5,412.1,0.39,75.99,4.04,65.57,206.04,21086.0,2.696,8.26,4.3,30.9,Calm,0.0575,20.46,311,0,0,0
ENG-13,190,190,7,73.74,885.8,409.2,2.15,79.28,4.143,65.02,188.72,20740.0,2.666,8.03,4.19,32.1,Calm,0.063,21.36,310,0,0,0
ENG-13,191,191,7,77.81,884.5,408.6,2.53,78.65,4.056,64.6,206.33,21259.0,2.509,8.25,4.27,29.0,Calm,0.0626,20.76,309,0,0,0
ENG-13,192,192,8,76.69,869.2,412.0,2.39,75.23,4.118,67.31,205.59,20648.0,2.456,8.91,4.47,30.2,Calm,0.0612,20.71,308,0,0,0
ENG-13,193,193,8,78.65,872.5,407.6,3.67,77.12,4.207,67.31,209.1,21255.0,2.519,8.1,4.78,33.5,Calm,0.0621,19.93,307,0,0,0
ENG-13,194,194,8,73.67,874.9,415.6,3.23,75.28,4.238,68.21,210.99,21429.0,2.559,8.68,4.53,32.3,Calm,0.0642,20.58,306,0,0,0
ENG-13,195,195,8,74.47,877.1,410.8,5.46,78.59,3.949,68.39,205.73,21140.0,2.637,8.23,4.51,31.7,Calm,0.0623,20.74,305,0,0,0
ENG-13,196,196,8,74.95,888.8,408.4,4.57,75.98,4.066,65.74,204.78,21284.0,2.693,9.45,5.1,32.1,Calm,0.063,20.85,304,0,0,0
ENG-13,197,197,8,75.04,861.3,406.1,1.16,76.84,4.089,65.69,207.37,21648.0,2.784,9.95,4.55,32.8,Calm,0.0605,20.85,303,0,0,0
ENG-13,198,198,8,76.91,878.8,404.2,4.09,78.86,4.118,66.96,212.35,20840.0,2.551,8.98,4.23,29.9,Calm,0.0653,20.39,302,0,0,0
ENG-13,199,199,8,71.66,869.0,408.5,3.02,75.49,4.162,66.55,203.92,21106.0,2.726,9.6,5.06,31.0,Calm,0.0622,20.93,301,0,0,0
ENG-13,200,200,8,81.65,871.7,417.6,3.57,75.7,3.945,65.05,219.58,21598.0,2.617,8.96,4.21,32.0,Calm,0.0619,21.06,300,0,0,0
ENG-13,201,201,8,80.92,870.8,412.0,1.3,75.18,4.132,65.11,189.37,21625.0,2.484,9.2,4.21,29.2,Calm,0.0634,20.92,299,0,0,0
ENG-13,202,202,8,76.96,877.3,413.7,4.15,75.53,4.08,64.81,208.33,20966.0,2.737,7.98,4.52,30.0,Calm,0.0618,21.24,298,0,0,0
ENG-13,203,203,8,80.15,873.8,410.9,7.4,76.35,3.904,70.25,204.92,21839.0,2.712,8.73,4.34,30.3,Calm,0.0625,20.74,297,0,0,0
ENG-13,204,204,8,73.0,888.7,413.8,4.3,73.36,3.924,64.8,205.73,20591.0,2.95,8.28,4.2,32.1,Calm,0.0607,21.16,296,0,0,0
ENG-13,205,205,8,73.84,874.6,406.7,0.25,77.07,3.991,69.49,204.91,21249.0,2.567,8.51,4.54,32.7,Calm,0.0604,21.11,295,0,0,0
ENG-13,206,206,8,75.57,861.5,410.0,3.89,79.15,4.084,66.83,199.79,21657.0,2.471,8.58,4.82,30.1,Calm,0.0603,20.65,294,0,0,0
ENG-13,207,207,8,77.17,870.6,410.6,2.93,77.93,4.007,65.01,204.68,21213.0,2.701,8.87,4.43,31.2,Calm,0.06,20.91,293,0,0,0
ENG-13,208,208,8,73.74,874.9,413.4,3.85,77.62,3.987,64.36,198.18,21058.0,2.688,9.8,4.52,32.2,Calm,0.0593,20.97,292,0,0,0
ENG-13,209,209,8,78.88,874.2,407.9,3.04,78.36,3.915,66.39,208.1,20944.0,2.533,8.1,4.48,32.2,Calm,0.0601,21.1,291,0,0,0
ENG-13,210,210,8,71.63,865.7,412.5,0.86,75.39,3.967,68.28,206.21,21826.0,2.603,9.49,4.36,32.1,Calm,0.0598,20.62,290,0,0,0
ENG-13,211,211,8,74.72,869.8,419.5,1.83,79.1,4.141,66.1,207.03,21031.0,2.551,9.5,4.45,31.7,Calm,0.0598,20.7,289,0,0,0
ENG-13,212,212,8,75.87,864.5,407.4,1.48,76.91,4.021,66.47,204.45,21581.0,2.606,9.3,4.42,31.0,Calm,0.0628,21.1,288,0,0,0
ENG-13,213,213,8,73.31,874.0,403.3,4.82,77.71,4.114,65.03,211.21,21163.0,2.507,8.53,4.34,30.1,Calm,0.0592,20.66,287,0,0,0
ENG-13,214,214,8,75.95,869.1,409.3,1.24,78.05,4.224,67.58,203.61,21115.0,2.628,8.78,4.39,30.3,Calm,0.0626,20.65,286,0,0,0
ENG-13,215,215,8,74.64,868.1,413.9,4.57,76.84,4.038,67.35,200.92,21402.0,2.671,9.25,4.28,28.4,Calm,0.0629,20.79,285,0,0,0
ENG-13,216,216,9,78.17,878.3,410.3,1.31,79.97,4.109,67.16,204.95,21230.0,2.612,8.67,4.39,31.5,Calm,0.0605,20.88,284,0,0,0
ENG-13,217,217,9,75.88,889.8,413.1,2.44,78.67,4.065,66.07,204.08,21584.0,2.628,10.31,4.88,32.8,Calm,0.0592,21.23,283,0,0,0
ENG-13,218,218,9,74.01,870.6,417.4,0.57,76.36,4.175,68.14,208.05,21217.0,2.706,9.26,4.23,31.8,Calm,0.0597,21.02,282,0,0,0
ENG-13,219,219,9,71.94,891.2,410.3,1.34,78.11,4.043,65.91,208.97,20742.0,2.507,8.56,4.39,31.9,Calm,0.0624,20.27,281,0,0,0
ENG-13,220,220,9,78.81,873.4,403.6,4.62,76.64,4.069,64.02,205.37,20850.0,2.591,8.29,4.83,31.7,Calm,0.0599,20.48,280,0,0,0
ENG-13,221,221,9,77.66,865.4,410.0,4.51,79.66,3.971,65.81,198.34,20988.0,2.772,10.41,4.38,30.0,Calm,0.0598,20.68,279,0,0,0
ENG-13,222,222,9,74.65,870.9,412.9,0.87,79.67,4.035,64.49,199.19,21334.0,2.517,8.11,5.8,31.2,Calm,0.0603,20.78,278,0,0,0
ENG-13,223,223,9,78.08,865.6,409.4,1.47,79.81,4.067,63.66,209.65,21101.0,2.684,8.54,4.97,29.9,Calm,0.0597,21.03,277,0,0,0
ENG-13,224,224,9,74.23,879.0,415.5,1.13,74.75,3.954,63.81,211.87,20712.0,2.495,8.11,4.35,32.0,Calm,0.0577,20.34,276,0,0,0
ENG-13,225,225,9,79.72,890.9,411.1,2.28,76.92,4.053,66.18,199.29,20886.0,2.913,8.25,4.28,32.1,Calm,0.0578,21.04,275,0,0,0
ENG-13,226,226,9,73.34,879.2,417.9,1.21,78.17,4.079,66.91,201.04,21557.0,2.575,8.76,4.54,32.1,Calm,0.0609,20.79,274,0,0,0
ENG-13,227,227,9,72.85,870.2,408.7,5.23,78.81,4.156,66.69,205.0,21502.0,2.641,8.63,4.18,31.7,Calm,0.06,20.82,273,0,0,0
ENG-13,228,228,9,76.0,878.1,413.2,1.86,75.94,4.199,62.81,203.07,20998.0,2.5,8.1,4.48,30.5,Calm,0.0588,20.68,272,0,0,0
ENG-13,229,229,9,77.34,874.4,414.9,3.79,76.45,4.031,67.89,202.99,21167.0,2.692,8.94,4.69,31.4,Calm,0.0609,21.19,271,0,0,0
ENG-13,230,230,9,78.69,875.1,416.6,1.87,77.93,4.02,66.01,212.08,20860.0,2.599,8.21,4.56,30.9,Calm,0.0587,20.77,270,0,0,0
ENG-13,231,231,9,74.77,876.2,407.6,6.05,76.52,4.229,66.68,202.8,20766.0,2.513,8.96,4.77,30.5,Calm,0.0599,20.8,269,0,0,0
ENG-13,232,232,9,78.18,883.1,410.9,4.12,76.43,4.032,65.5,202.82,21144.0,2.566,8.73,4.37,32.2,Calm,0.0609,20.54,268,0,0,0
ENG-13,233,233,9,77.35,876.4,418.1,0.75,76.1,4.16,64.71,210.67,21132.0,2.65,8.61,4.37,32.3,Calm,0.0596,21.24,267,0,0,0
ENG-13,234,234,9,75.09,865.6,406.2,0.36,74.5,4.031,67.2,199.62,21026.0,2.843,8.43,4.57,31.4,Calm,0.06,20.05,266,0,0,0
ENG-13,235,235,9,76.01,873.2,414.8,2.84,77.81,4.039,63.87,206.19,21097.0,2.493,8.42,5.49,31.4,Calm,0.0579,21.09,265,0,0,0
ENG-13,236,236,9,75.19,870.4,407.2,2.15,78.85,4.188,66.02,208.1,21099.0,2.549,9.03,4.21,30.9,Calm,0.0659,21.06,264,0,0,0
ENG-13,237,237,9,77.95,875.9,410.8,1.27,76.71,4.019,65.76,206.39,21077.0,2.755,8.14,4.81,30.7,Calm,0.0578,20.29,263,0,0,0
ENG-13,238,238,9,79.8,871.6,407.1,4.05,77.14,3.963,68.19,210.86,20780.0,2.877,8.08,4.18,31.2,Calm,0.0622,20.91,262,0,0,0
ENG-13,239,239,9,72.62,862.2,406.8,1.89,79.66,4.243,63.75,208.89,20977.0,2.493,8.45,5.18,31.7,Calm,0.0603,20.99,261,0,0,0
ENG-13,240,240,10,77.99,888.1,410.9,3.85,76.52,4.192,66.26,207.57,21394.0,2.766,8.58,4.49,30.3,Calm,0.0593,21.11,260,0,0,0
ENG-13,241,241,10,81.35,881.3,411.3,3.92,76.24,4.238,65.74,211.57,21154.0,2.786,8.02,4.52,32.0,Calm,0.0613,20.81,259,0,0,0
ENG-13,242,242,10,75.8,877.9,414.2,0.86,78.59,3.991,65.42,209.35,21398.0,2.635,8.74,5.36,31.7,Calm,0.0602,20.43,258,0,0,0
ENG-13,243,243,10,75.26,869.0,411.5,0.65,76.22,3.997,66.07,196.37,21391.0,2.497,9.55,4.75,31.9,Calm,0.0587,21.0,257,0,0,0
ENG-13,244,244,10,82.2,862.0,414.0,4.51,77.99,4.173,64.63,204.94,21243.0,2.603,8.72,4.45,32.7,Calm,0.0632,20.91,256,0,0,0
ENG-13,245,245,10,72.43,871.6,405.0,3.1,75.24,4.224,67.26,208.74,20386.0,2.462,8.06,5.04,30.5,Calm,0.0651,21.04,255,0,0,0
ENG-13,246,246,10,76.75,869.5,412.1,1.26,75.88,3.988,66.27,204.25,20694.0,2.574,7.97,4.21,31.5,Calm,0.061,20.85,254,0,0,0
ENG-13,247,247,10,75.09,867.0,417.1,3.11,78.06,4.224,65.56,194.19,21405.0,2.839,10.26,4.49,32.0,Calm,0.0549,20.94,253,0,0,0
ENG-13,248,248,10,76.74,862.8,412.5,5.34,76.81,4.248,66.35,206.41,21132.0,2.464,8.11,4.73,30.0,Calm,0.0639,20.68,252,0,0,0
ENG-13,249,249,10,71.71,876.9,407.4,3.59,76.68,4.188,66.33,202.77,20807.0,2.745,9.16,5.21,29.0,Calm,0.0595,20.93,251,0,0,0
ENG-13,250,250,10,76.52,876.0,416.8,1.96,79.25,4.075,68.85,215.02,21168.0,2.69,8.24,4.9,30.3,Calm,0.0599,20.96,250,0,0,0
ENG-13,251,251,10,76.08,874.3,405.1,2.67,77.11,4.128,66.14,212.79,21654.0,2.468,8.33,4.32,31.0,Calm,0.0602,20.85,249,0,0,0
ENG-13,252,252,10,71.74,871.7,402.5,3.74,80.08,4.129,66.41,210.21,21006.0,2.716,8.78,4.36,31.1,Calm,0.0599,20.95,248,0,0,0
ENG-13,253,253,10,71.0,876.1,407.6,6.93,80.56,4.105,66.4,204.8,21368.0,2.577,8.32,5.75,32.3,Calm,0.059,21.05,247,0,0,0
ENG-13,254,254,10,72.54,867.9,409.4,2.81,78.01,4.035,66.89,211.4,21113.0,2.501,8.76,5.06,30.7,Calm,0.0583,20.86,246,0,0,0
ENG-13,255,255,10,74.01,873.2,417.8,0.18,75.69,3.964,64.26,209.77,21598.0,2.507,8.63,4.74,31.6,Calm,0.0636,21.03,245,0,0,0
ENG-13,256,256,10,80.43,878.9,404.8,4.1,75.87,4.126,66.25,203.0,21239.0,2.638,9.86,4.3,29.1,Calm,0.062,20.57,244,0,0,0
ENG-13,257,257,10,76.05,860.3,402.0,0.33,75.96,3.924,65.3,202.12,20787.0,2.623,8.23,4.26,31.3,Calm,0.0564,20.96,243,0,0,0
ENG-13,258,258,10,71.11,878.8,408.0,1.58,78.3,4.143,65.15,205.94,21727.0,2.731,8.62,4.6,32.2,Calm,0.0612,20.85,242,0,0,0
ENG-13,259,259,10,76.79,883.0,414.7,0.77,79.92,4.134,67.39,206.65,20917.0,2.579,8.61,4.25,30.4,Calm,0.0611,21.34,241,0,0,0
ENG-13,260,260,10,76.12,891.1,409.5,2.9,76.99,4.211,67.45,202.07,21078.0,2.657,8.58,4.21,32.1,Calm,0.0587,20.83,240,0,0,0
ENG-13,261,261,10,80.44,880.2,409.7,1.2,77.87,4.11,66.17,203.22,21613.0,2.554,7.97,4.89,31.3,Calm,0.0602,20.51,239,0,0,0
ENG-13,262,262,10,72.37,880.4,412.8,7.58,77.64,4.15,65.86,205.96,21123.0,2.936,7.99,4.25,32.9,Calm,0.0587,20.11,238,0,0,0
ENG-13,263,263,10,80.01,891.8,415.5,2.24,77.42,4.079,65.67,209.41,20985.0,2.49,8.2,5.56,30.7,Calm,0.0609,20.79,237,0,0,0
ENG-13,264,264,11,77.89,879.5,409.5,1.42,75.32,4.306,67.39,195.23,21617.0,2.729,8.67,4.19,31.0,Calm,0.0621,20.84,236,0,0,0
ENG-13,265,265,11,76.94,865.2,415.5,5.15,77.96,4.214,67.78,207.77,21234.0,2.46,8.15,4.52,31.3,Calm,0.0612,21.01,235,0,0,0
ENG-13,266,266,11,69.68,880.3,410.1,4.32,77.71,3.9,65.95,208.71,21341.0,2.689,9.17,5.05,31.6,Calm,0.0647,20.82,234,0,0,0
ENG-13,267,267,11,74.68,869.6,410.3,1.84,75.74,3.992,66.62,205.05,21226.0,3.014,8.42,4.63,31.8,Calm,0.0585,20.69,233,0,0,0
ENG-13,268,268,11,74.7,878.9,410.5,1.18,74.68,4.085,65.12,200.34,21519.0,2.612,8.1,4.43,32.5,Calm,0.0601,20.89,232,0,0,0
ENG-13,269,269,11,66.11,871.1,414.1,1.79,75.71,3.913,65.12,201.02,21254.0,2.516,8.14,5.39,31.2,Calm,0.0651,20.85,231,0,0,0
ENG-13,270,270,11,75.88,868.4,412.5,6.05,78.11,4.116,65.65,201.21,21198.0,2.459,9.05,4.28,32.9,Calm,0.058,20.85,230,0,0,0
ENG-13,271,271,11,71.89,870.9,408.1,1.41,74.65,3.946,68.31,203.69,21265.0,2.775,9.17,5.19,31.6,Calm,0.0669,20.57,229,0,0,0
ENG-13,272,272,11,78.15,876.5,407.5,2.46,75.55,4.053,65.71,198.69,21424.0,2.558,9.16,4.51,30.8,Calm,0.0636,20.71,228,0,0,0
ENG-13,273,273,11,73.6,883.2,404.6,3.28,79.74,4.043,67.48,210.69,20947.0,2.544,9.48,4.74,29.7,Calm,0.0619,21.06,227,0,0,0
ENG-13,274,274,11,74.49,863.9,410.8,1.73,79.33,4.11,64.44,204.57,20910.0,2.578,9.02,4.29,29.6,Calm,0.0605,21.2,226,0,0,0
ENG-13,275,275,11,73.82,864.5,408.7,0.16,80.95,3.9,64.96,209.56,21456.0,2.515,8.5,4.23,31.6,Calm,0.0594,20.94,225,0,0,0
ENG-13,276,276,11,76.7,874.5,406.9,2.63,77.97,4.176,67.44,208.86,21391.0,2.609,8.74,4.42,30.8,Calm,0.0589,20.64,224,0,0,0
ENG-13,277,277,11,79.75,875.1,408.7,3.85,78.8,4.059,66.96,208.14,21117.0,2.857,8.07,4.63,32.2,Calm,0.0643,20.78,223,0,0,0
ENG-13,278,278,11,75.42,871.3,404.7,3.67,80.49,4.1,65.98,205.26,21573.0,2.55,8.94,5.1,30.6,Calm,0.0608,20.85,222,0,0,0
ENG-13,279,279,11,72.3,877.9,411.1,4.11,77.37,4.215,65.15,200.83,21254.0,2.527,9.36,5.0,31.6,Calm,0.0613,20.85,221,0,0,0
ENG-13,280,280,11,74.87,871.8,409.9,7.86,77.48,4.059,65.03,202.88,21547.0,2.62,8.52,4.55,31.2,Calm,0.0614,20.55,220,0,0,0
ENG-13,281,281,11,72.97,869.6,414.7,0.37,76.55,4.131,65.32,211.45,21020.0,2.6,8.81,4.52,30.3,Calm,0.0608,21.55,219,0,0,0
ENG-13,282,282,11,73.48,875.3,410.1,1.34,76.45,4.143,64.96,196.51,21215.0,2.592,8.65,4.57,31.5,Calm,0.0589,21.37,218,0,0,0
ENG-13,283,283,11,78.6,885.1,407.4,8.24,80.06,4.079,66.24,210.26,20915.0,2.764,8.6,4.21,31.7,Calm,0.0616,20.85,217,0,0,0
ENG-13,284,284,11,78.56,881.2,406.6,2.95,77.22,4.107,66.1,204.12,21299.0,2.46,8.53,4.24,32.0,Calm,0.0609,20.77,216,0,0,0
ENG-13,285,285,11,75.55,885.9,413.3,3.54,76.33,4.073,66.7,200.0,21557.0,2.589,8.14,4.33,29.8,Calm,0.0608,20.3,215,0,0,0
ENG-13,286,286,11,74.89,877.4,415.1,5.46,77.68,3.832,67.39,202.45,21356.0,2.574,8.03,4.32,31.2,Calm,0.0626,21.38,214,0,0,0
ENG-13,287,287,11,77.48,868.9,409.8,2.75,76.83,4.058,66.8,207.4,21294.0,2.726,8.43,4.92,30.5,Calm,0.0595,20.96,213,0,0,0
ENG-13,288,288,12,76.93,862.9,409.1,3.73,76.19,4.191,68.17,202.92,21429.0,2.556,8.58,4.68,31.8,Calm,0.0595,20.28,212,0,0,0
ENG-13,289,289,12,73.15,874.2,415.8,3.51,79.14,4.139,66.89,210.23,21432.0,2.686,7.97,4.21,30.5,Calm,0.0593,21.19,211,0,0,0
ENG-13,290,290,12,79.14,885.3,407.1,1.39,79.89,4.149,66.69,204.37,21966.0,2.516,8.75,4.52,29.4,Calm,0.0631,21.26,210,0,0,0
ENG-13,291,291,12,78.35,865.9,414.8,3.23,77.61,4.04,64.81,203.29,20678.0,2.606,8.71,4.48,31.2,Calm,0.0597,20.69,209,0,0,0
ENG-13,292,292,12,82.72,874.2,408.3,5.43,77.47,4.014,63.7,202.84,20769.0,2.638,8.68,4.44,30.1,Calm,0.0609,20.66,208,0,0,0
ENG-13,293,293,12,77.33,872.3,406.6,3.32,76.09,3.999,66.49,196.92,20805.0,2.723,8.52,4.48,31.6,Calm,0.0604,20.66,207,0,0,0
ENG-13,294,294,12,73.15,869.7,413.5,5.76,74.97,3.975,67.48,206.08,21098.0,2.713,8.08,4.65,31.5,Calm,0.0622,20.64,206,0,0,0
ENG-13,295,295,12,73.44,871.6,420.2,3.59,75.58,4.288,64.88,200.32,21351.0,2.707,8.79,4.38,32.1,Calm,0.0603,20.97,205,0,0,0
ENG-13,296,296,12,78.4,867.3,404.4,1.95,77.73,4.184,65.45,207.01,21137.0,2.456,9.3,4.28,30.5,Calm,0.0585,20.68,204,0,0,0
ENG-13,297,297,12,76.33,865.4,410.8,0.28,79.43,4.121,65.84,204.59,21408.0,2.787,8.79,4.43,31.8,Calm,0.0633,20.47,203,0,0,0
ENG-13,298,298,12,81.39,882.1,410.9,4.22,79.31,3.956,66.43,212.45,21492.0,2.521,10.85,4.53,31.1,Calm,0.0571,20.84,202,0,0,0
ENG-13,299,299,12,73.7,873.2,410.6,4.59,77.97,4.12,65.84,204.99,21031.0,2.47,8.72,4.72,31.1,Calm,0.0596,20.94,201,0,0,0
ENG-13,300,300,12,75.13,872.6,407.9,1.74,79.81,4.109,64.21,209.42,20729.0,2.688,8.0,4.9,30.8,Calm,0.0586,20.49,200,0,0,0
ENG-13,301,301,12,76.87,878.0,411.5,0.87,77.31,4.031,68.12,206.43,21331.0,2.614,8.49,4.3,33.1,Calm,0.0584,20.71,199,0,0,0
ENG-13,302,302,12,77.23,861.9,418.2,0.54,76.91,4.064,66.15,208.62,21412.0,2.508,8.34,4.6,30.9,Calm,0.0618,21.31,198,0,0,0
ENG-13,303,303,12,74.45,881.6,412.6,1.29,78.54,4.183,66.9,193.64,20928.0,2.698,8.43,4.32,31.1,Calm,0.0628,21.01,197,0,0,0
ENG-13,304,304,12,78.93,869.0,410.6,0.44,78.62,4.041,64.31,203.74,20972.0,2.777,10.04,4.33,33.0,Calm,0.0623,20.92,196,0,0,0
ENG-13,305,305,12,79.74,866.9,409.5,5.26,77.9,4.201,64.77,204.72,21326.0,2.541,8.2,4.7,30.7,Calm,0.0608,20.58,195,0,0,0
ENG-13,306,306,12,72.62,880.2,405.3,4.0,78.06,4.193,65.83,201.03,21183.0,2.549,8.0,4.3,31.0,Calm,0.0597,20.66,194,0,0,0
ENG-13,307,307,12,73.53,877.0,409.7,1.65,77.92,4.196,66.55,200.96,21241.0,2.514,9.79,5.27,32.2,Calm,0.0623,20.74,193,0,0,0
ENG-13,308,308,12,78.71,865.1,408.1,2.16,76.63,3.919,65.43,205.44,21502.0,2.766,8.28,4.51,30.0,Calm,0.0636,21.0,192,0,0,0
ENG-13,309,309,12,75.41,874.6,408.0,1.57,77.56,4.005,64.3,208.64,20979.0,2.603,9.78,4.71,31.2,Calm,0.0614,20.67,191,0,0,0
ENG-13,310,310,12,74.89,870.5,414.4,3.99,77.34,4.026,67.47,208.37,21580.0,2.584,8.99,4.33,32.4,Calm,0.0626,20.47,190,0,0,0
ENG-13,311,311,12,75.11,884.1,412.0,2.64,75.76,4.314,66.63,198.59,21485.0,2.622,9.66,4.27,31.4,Calm,0.0622,20.83,189,0,0,0
ENG-13,312,312,13,72.44,868.2,416.1,0.81,76.71,3.946,66.49,216.23,20608.0,2.876,8.14,4.47,30.2,Calm,0.0588,20.84,188,0,0,0
ENG-13,313,313,13,74.98,875.8,408.0,0.7,78.89,4.027,65.17,208.01,21358.0,2.542,8.32,4.87,30.5,Calm,0.0614,20.87,187,0,0,0
ENG-13,314,314,13,80.44,860.8,411.3,2.06,78.2,4.204,64.86,200.35,21303.0,2.739,8.39,4.44,29.7,Calm,0.0602,20.6,186,0,0,0
ENG-13,315,315,13,73.79,882.0,400.1,1.84,76.03,4.101,68.79,205.73,21067.0,2.57,8.16,5.36,30.7,Calm,0.0617,20.88,185,0,0,0
ENG-13,316,316,13,77.22,877.8,413.0,2.09,76.79,4.083,66.48,203.9,21872.0,2.512,8.03,4.78,30.5,Calm,0.0625,20.56,184,0,0,0
ENG-13,317,317,13,70.34,879.4,418.8,2.86,78.23,4.03,66.16,207.91,21295.0,2.53,8.17,4.52,31.9,Calm,0.0581,21.24,183,0,0,0
ENG-13,318,318,13,73.25,861.2,409.3,1.76,78.29,4.008,64.92,201.91,21209.0,2.471,8.17,4.4,31.9,Calm,0.0587,20.68,182,0,0,0
ENG-13,319,319,13,74.44,878.6,410.5,6.5,79.37,4.087,63.55,208.26,20986.0,2.49,9.28,4.44,30.8,Calm,0.0615,21.93,181,0,0,0
ENG-13,320,320,13,76.4,872.0,406.8,1.18,75.32,4.13,66.36,203.46,20730.0,2.497,8.26,4.72,31.9,Calm,0.0637,20.38,180,0,0,0
ENG-13,321,321,13,77.28,878.2,410.0,1.04,81.08,3.992,67.03,206.22,21200.0,2.522,8.04,4.17,30.7,Calm,0.0614,21.44,179,0,0,0
ENG-13,322,322,13,76.02,863.5,404.2,1.17,75.91,4.266,64.7,210.44,20630.0,2.48,8.53,4.18,32.5,Calm,0.0627,20.56,178,0,0,0
ENG-13,323,323,13,77.05,867.8,408.9,6.36,76.08,3.859,65.48,209.54,21316.0,2.525,8.04,4.84,30.4,Calm,0.0624,20.1,177,0,0,0
ENG-13,324,324,13,76.59,885.0,411.0,0.83,78.89,4.176,68.82,199.03,21547.0,2.836,8.16,4.41,32.0,Calm,0.0669,20.58,176,0,0,0
ENG-13,325,325,13,76.98,886.0,404.6,1.33,79.22,3.909,65.46,201.0,21331.0,2.479,8.15,4.19,31.2,Calm,0.0634,20.73,175,0,0,0
ENG-13,326,326,13,80.01,867.2,403.1,4.94,75.05,3.908,65.06,200.45,21637.0,2.735,9.13,4.68,32.4,Calm,0.0595,21.16,174,0,0,0
ENG-13,327,327,13,73.71,886.8,416.3,4.9,77.23,4.272,67.94,206.51,21540.0,2.63,8.29,4.4,32.0,Calm,0.0636,21.21,173,0,0,0
ENG-13,328,328,13,70.9,892.1,410.2,2.63,78.42,4.084,65.68,196.89,20837.0,2.527,8.88,4.44,31.4,Calm,0.061,21.12,172,0,0,0
ENG-13,329,329,13,70.95,868.9,404.4,4.86,76.43,4.08,62.94,209.76,21848.0,2.823,8.56,4.26,30.7,Calm,0.0633,21.13,171,0,0,0
ENG-13,330,330,13,78.23,868.9,412.8,4.09,77.76,4.177,63.9,205.01,21327.0,2.686,9.37,4.21,30.2,Calm,0.0622,20.47,170,0,0,0
